matthews_corrcoef	roc_auc_score	precision[0]	precision[1]	recall[0]	recall[1]	fscore[0]	fscore[1]	support_0	support_1
0.196323633513	0.565891472868	0.89247311828	0.4	0.96511627907	0.166666666667	0.927374301676	0.235294117647	86	12
0.323389567621	0.644194756554	0.934065934066	0.428571428571	0.955056179775	0.333333333333	0.944444444444	0.375	89	9
0.0373978796003	0.515909090909	0.901098901099	0.142857142857	0.931818181818	0.1	0.916201117318	0.117647058824	88	10
0.234760987852	0.634057971014	0.955555555556	0.25	0.934782608696	0.333333333333	0.945054945055	0.285714285714	92	6
0.124461479076	0.533960292581	0.894736842105	0.333333333333	0.977011494253	0.0909090909091	0.934065934066	0.142857142857	87	11
-0.090806811757	0.465517241379	0.880434782609	0.0	0.931034482759	0.0	0.905027932961	0.0	87	11
0.327651433774	0.678494623656	0.967391304348	0.333333333333	0.956989247312	0.4	0.962162162162	0.363636363636	93	5
0.0750366479377	0.527272727273	0.903225806452	0.2	0.954545454545	0.1	0.92817679558	0.133333333333	88	10
0.195131792226	0.577272727273	0.913043478261	0.333333333333	0.954545454545	0.2	0.933333333333	0.25	88	10
0.066170875316	0.527465667915	0.913043478261	0.166666666667	0.943820224719	0.111111111111	0.92817679558	0.133333333333	89	9
0.0373978796003	0.515909090909	0.901098901099	0.142857142857	0.931818181818	0.1	0.916201117318	0.117647058824	88	10
0.112974781224	0.582446808511	0.966292134831	0.111111111111	0.914893617021	0.25	0.939890710383	0.153846153846	94	4
0.0344479958739	0.512596899225	0.880434782609	0.166666666667	0.941860465116	0.0833333333333	0.910112359551	0.111111111111	86	12
0.145730483213	0.580555555556	0.931818181818	0.2	0.911111111111	0.25	0.921348314607	0.222222222222	90	8
0.163011857811	0.584639498433	0.906976744186	0.25	0.896551724138	0.272727272727	0.901734104046	0.260869565217	87	11
-0.0453816765612	0.483695652174	0.936842105263	0.0	0.967391304348	0.0	0.951871657754	0.0	92	6
-0.0615020805353	0.477777777778	0.914893617021	0.0	0.955555555556	0.0	0.934782608696	0.0	90	8
0.186193993479	0.583021223471	0.923076923077	0.285714285714	0.943820224719	0.222222222222	0.933333333333	0.25	89	9
-0.0708288246975	0.467032967033	0.923913043478	0.0	0.934065934066	0.0	0.928961748634	0.0	91	7
0.222721623888	0.601880877743	0.910112359551	0.333333333333	0.931034482759	0.272727272727	0.920454545455	0.3	87	11
0.163282326193	0.577403245943	0.922222222222	0.25	0.932584269663	0.222222222222	0.927374301676	0.235294117647	89	9
0.16429044186	0.56007751938	0.891304347826	0.333333333333	0.953488372093	0.166666666667	0.921348314607	0.222222222222	86	12
-0.0881971548057	0.460674157303	0.901098901099	0.0	0.921348314607	0.0	0.911111111111	0.0	89	9
0.384615384615	0.692307692308	0.956043956044	0.428571428571	0.956043956044	0.428571428571	0.956043956044	0.428571428571	91	7
0.114321893984	0.53003875969	0.884210526316	0.333333333333	0.976744186047	0.0833333333333	0.92817679558	0.133333333333	86	12
0.178861901946	0.567920585162	0.902173913043	0.333333333333	0.954022988506	0.181818181818	0.927374301676	0.235294117647	87	11
0.299183036803	0.627272727273	0.923076923077	0.428571428571	0.954545454545	0.3	0.938547486034	0.352941176471	88	10
0.0	0.5	0.887755102041	0.0	1.0	0.0	0.940540540541	0.0	87	11
0.220454545455	0.610227272727	0.920454545455	0.3	0.920454545455	0.3	0.920454545455	0.3	88	10
0.0489984193365	0.521847690387	0.912087912088	0.142857142857	0.932584269663	0.111111111111	0.922222222222	0.125	89	9
0.220544884992	0.556944444444	0.927083333333	0.5	0.988888888889	0.125	0.956989247312	0.2	90	8
